,gene,error,N,n_aneup,cna,subtype_levels,tumor0_lfc_median,tumor0_lfc_q025,tumor0_lfc_q975,p_up_tumor,lfsr_tumor,p_rope_tumor,delta_scaling_median,delta_scaling_q025,delta_scaling_q975,p_up_scaling,lfsr_scaling,delta_dev_median,delta_dev_q025,delta_dev_q975,p_up_dev,lfsr_dev,phi_median,phi_q025,phi_q975,b0_s1_median,b0_s1_q025,b0_s1_q975,b_scaling_s1_median,b_scaling_s1_q025,b_scaling_s1_q975,b_deviation_s1_median,b_deviation_s1_q025,b_deviation_s1_q975,lp_2to1_s1_median,lp_2to1_s1_q025,lp_2to1_s1_q975,fracCN_2to1_s1_median,fracCN_2to1_s1_q025,fracCN_2to1_s1_q975,p_fracCN_2to1_pos_s1,p_fracCN_2to1_rope_s1,p_fracCN_2to1_neg_s1,lp_2to3_s1_median,lp_2to3_s1_q025,lp_2to3_s1_q975,fracCN_2to3_s1_median,fracCN_2to3_s1_q025,fracCN_2to3_s1_q975,p_fracCN_2to3_pos_s1,p_fracCN_2to3_rope_s1,p_fracCN_2to3_neg_s1,lp_2to4_s1_median,lp_2to4_s1_q025,lp_2to4_s1_q975,fracCN_2to4_s1_median,fracCN_2to4_s1_q025,fracCN_2to4_s1_q975,p_fracCN_2to4_pos_s1,p_fracCN_2to4_rope_s1,p_fracCN_2to4_neg_s1,lp_scaling_2to1_s1_median,lp_scaling_2to1_s1_q025,lp_scaling_2to1_s1_q975,lp_dev_2to1_s1_median,lp_dev_2to1_s1_q025,lp_dev_2to1_s1_q975,lp_scaling_2to3_s1_median,lp_scaling_2to3_s1_q025,lp_scaling_2to3_s1_q975,lp_dev_2to3_s1_median,lp_dev_2to3_s1_q025,lp_dev_2to3_s1_q975,lp_scaling_2to4_s1_median,lp_scaling_2to4_s1_q025,lp_scaling_2to4_s1_q975,lp_dev_2to4_s1_median,lp_dev_2to4_s1_q025,lp_dev_2to4_s1_q975,b0_s2_median,b0_s2_q025,b0_s2_q975,b_scaling_s2_median,b_scaling_s2_q025,b_scaling_s2_q975,b_deviation_s2_median,b_deviation_s2_q025,b_deviation_s2_q975,lp_2to1_s2_median,lp_2to1_s2_q025,lp_2to1_s2_q975,fracCN_2to1_s2_median,fracCN_2to1_s2_q025,fracCN_2to1_s2_q975,p_fracCN_2to1_pos_s2,p_fracCN_2to1_rope_s2,p_fracCN_2to1_neg_s2,lp_2to3_s2_median,lp_2to3_s2_q025,lp_2to3_s2_q975,fracCN_2to3_s2_median,fracCN_2to3_s2_q025,fracCN_2to3_s2_q975,p_fracCN_2to3_pos_s2,p_fracCN_2to3_rope_s2,p_fracCN_2to3_neg_s2,lp_2to4_s2_median,lp_2to4_s2_q025,lp_2to4_s2_q975,fracCN_2to4_s2_median,fracCN_2to4_s2_q025,fracCN_2to4_s2_q975,p_fracCN_2to4_pos_s2,p_fracCN_2to4_rope_s2,p_fracCN_2to4_neg_s2,lp_scaling_2to1_s2_median,lp_scaling_2to1_s2_q025,lp_scaling_2to1_s2_q975,lp_dev_2to1_s2_median,lp_dev_2to1_s2_q025,lp_dev_2to1_s2_q975,lp_scaling_2to3_s2_median,lp_scaling_2to3_s2_q025,lp_scaling_2to3_s2_q975,lp_dev_2to3_s2_median,lp_dev_2to3_s2_q025,lp_dev_2to3_s2_q975,lp_scaling_2to4_s2_median,lp_scaling_2to4_s2_q025,lp_scaling_2to4_s2_q975,lp_dev_2to4_s2_median,lp_dev_2to4_s2_q025,lp_dev_2to4_s2_q975,Rhat_phi,ess_phi,max_Rhat_core,min_ESS_core,n_divergent,max_treedepth,n_max_treedepth,fit_flag
25,CDKN1B,,986,78,all,"['MSI', 'MSS']",0.4597106919523025,0.3255651041063188,0.5906628364545335,1.0,0.0,0.00225,0.0341149565,-0.5733254914999999,0.6350436725000002,0.54375,0.45625,-0.0480439695,-0.5002947255,0.4205165919999999,0.41975,0.41975,11.864208,10.863961175,12.9267426,7.60915845,7.508169874999999,7.7081193425,0.963510265,0.17869890725,1.7122256725000002,0.0424157515,-0.5967251555,0.6766816480000002,-0.682112405,-1.068089325,-0.2908705119999999,-0.4944520559983524,-0.6563354782369258,-0.2523875204031602,0.00025,0.001,0.99875,0.40838936,0.1669327455,0.64659037625,0.5043927987626362,0.1816747905671218,0.9090206826384962,0.995,0.005,0.0,0.7009709150000001,0.2455137084999999,1.161617165,1.015708840742375,0.2782778091217139,2.195096140023182,0.996,0.0035,0.0005,-0.667854425,-1.18682445,-0.1238646394999997,-0.021207876,-0.338340824,0.29836257775,0.390669795,0.072456171825,0.6942477747500001,0.021207876,-0.29836257775,0.3383408240000001,0.667854425,0.1238646395,1.18682445,0.0424157515,-0.5967251555,0.6766816480000002,7.9268053,7.8686148575,7.9832995975,0.99756783,0.39490140925,1.56152734,-0.013960947,-0.54002931125,0.5435266495000002,-0.683063815,-0.85756664875,-0.5109055567499999,-0.4949328066602636,-0.5758069611779282,-0.4000479572393194,0.0,0.0,1.0,0.39886515,0.29555839275,0.49569925425,0.4901326606999197,0.3438765637386703,0.6416457659091046,1.0,0.0,0.0,0.678829935,0.4573886375,0.896582883,0.9715695262537036,0.5799427902458015,1.4512127032197093,1.0,0.0,0.0,-0.69146133,-1.08236828,-0.273724802,0.00698047345,-0.27176332475,0.2700146605000002,0.40447895,0.160118745,0.63314486925,-0.00698047345,-0.2700146605,0.2717633247500001,0.69146133,0.273724802,1.08236828,-0.013960947,-0.54002931125,0.5435266495000002,1.00253,4594.41,1.00208,2966.79,0,7,0,ok
26,CDKN2A,,986,83,all,"['MSI', 'MSS']",-0.5273025848633466,-0.9206201841353564,-0.129273162162492,0.0045,0.0045,0.09575,-0.019167332,-0.75709394825,0.7206420990000003,0.48175,0.48175,0.0624170084999999,-0.45981576675,0.564244363,0.5905,0.4095,1.10043225,1.01877312,1.187979905,5.4287246499999995,5.14050525,5.698161485,-0.679311105,-1.6945805625,0.26946807625,-0.086495435,-0.89951079275,0.7087730460000002,0.5199503299999999,-0.0786223745,1.1250454225000002,0.6819442403861764,-0.0756110659933897,2.0803569112468945,0.91225,0.0695,0.01825,-0.321321635,-0.72535894125,0.0806052380000001,-0.274809960297848,-0.5158492431515106,0.0839429398356635,0.0205,0.12875,0.85075,-0.55580491,-1.31835963,0.1882198652500001,-0.4263896281628702,-0.7324261284843399,0.2070989341294956,0.0455,0.07975,0.87475,0.47086258,-0.18678103725,1.174593695,0.043247718,-0.354386518,0.4497553965,-0.27543695,-0.68709327525,0.109259902,-0.043247718,-0.4497553965,0.3543865180000001,-0.47086258,-1.174593695,0.18678103725,-0.086495435,-0.89951079275,0.7087730460000002,5.0665184,4.8152520725,5.2773855175,-0.69984433,-1.50833468,0.1087787690000003,-0.0377910375,-0.76329934725,0.7725042897500001,0.500340285,0.096728737625,0.90366340975,0.6492824013605523,0.101561529083591,1.4686301761131135,0.9755,0.02325,0.00125,-0.29255797,-0.5919770792500001,-0.0198659112999999,-0.2536480216955222,-0.4467675809719159,-0.0196698842665729,0.0035,0.0835,0.913,-0.50405618,-1.0870554325,0.03584867895,-0.3959245540437347,-0.662791911501542,0.036498992914806,0.01625,0.05775,0.926,0.48509512,-0.0753996964249999,1.0454979475,0.018895519,-0.3862521447499999,0.3816496785,-0.2837624549999999,-0.6115770712499999,0.0441059956000001,-0.018895519,-0.3816496785,0.38625214475,-0.48509512,-1.0454979475,0.0753996964250002,-0.0377910375,-0.76329934725,0.7725042897500001,1.0022,5061.16,1.00399,3241.85,0,6,0,ok
27,CEP170,,986,61,all,"['MSI', 'MSS']",-1.446274223015905,-1.7172431460205002,-1.1812943548851196,0.0,0.0,0.0,0.357533025,-0.391056396,1.0621301275000004,0.824,0.176,0.188643075,-0.3143921277499999,0.67234934075,0.7785,0.2215,6.8998415,6.31964277,7.5387074775,6.88379885,6.715916497499999,7.04326104,1.11098885,0.118355784,2.1428319950000003,0.446814285,-0.3091224435,1.22343752,-0.99542209,-1.5172158975,-0.48284845,-0.6304325788001459,-0.7806783481911153,-0.3829766724205247,0.0,0.0,1.0,0.680451535,0.36143291025,0.996113702,0.9747692113791516,0.4353847280279981,1.7077382887657424,1.0,0.0,0.0,1.2293492,0.64030844975,1.79884962,2.419003731121574,0.8970659414617077,5.042692072447109,1.0,0.0,0.0,-0.7700787849999999,-1.4852979775,-0.0820379778499999,-0.223407145,-0.61171876025,0.15456122175,0.450467215,0.04798914045,0.8688436175000002,0.223407145,-0.15456122175,0.61171876025,0.7700787849999999,0.08203797785,1.4852979775,0.446814285,-0.3091224435,1.22343752,5.88403605,5.704326925,6.045163134999999,1.4721386,0.52648459975,2.40321539,0.637324865,-0.11897965525,1.3952550875000005,-1.3427648,-1.7362354425,-0.9193558394999998,-0.7388772816433533,-0.823817594290319,-0.6012241539139871,0.0,0.0,1.0,0.915561295,0.6811918335,1.146357165,1.4981771043347836,0.976231705247026,2.1467090838510092,1.0,0.0,0.0,1.6576809,1.2085738575,2.100459535,4.247128109459611,2.348705518153167,7.169923571317218,1.0,0.0,0.0,-1.0204087,-1.66578192,-0.3649313144999999,-0.31866243,-0.697627553,0.059489825725,0.5969008250000001,0.213471142,0.9744199775,0.31866243,-0.059489825725,0.6976275530000002,1.0204087,0.3649313145,1.66578192,0.637324865,-0.11897965525,1.3952550875000005,1.00128,4383.89,1.00271,3438.25,0,6,0,ok
28,CSF3,,986,69,all,"['MSI', 'MSS']",-1.464400892722402,-2.706396354356612,0.1047478286881971,0.032,0.032,0.03725,0.0347550915,-0.73456619875,0.868206599,0.53375,0.46625,0.0509428665,-0.5352148379999999,0.61255777725,0.57175,0.42825,0.766139345,0.70963255125,0.8265057877499999,3.77919985,2.13288574,4.5724970475,0.1643391599999999,-1.366602275,1.6142442675,0.212206765,-0.73815940175,1.025647345,-0.22856984,-1.2304524925,0.9274776512500004,-0.2043292663428827,-0.7078396518730887,1.528124860169524,0.2875,0.12475,0.58775,0.177081605,-0.6130125345,0.81398895425,0.1937285240839121,-0.4582835281235546,1.2568926984001605,0.59375,0.17325,0.233,0.3315744,-1.1305281875,1.4797493925,0.3931598024594803,-0.6771373085889965,3.391844920493001,0.64075,0.0995,0.25975,-0.113911225,-1.1189088125,0.9472565112500002,-0.106103385,-0.512823653,0.36907970575,0.066633796,-0.554109541,0.6545197275000001,0.106103385,-0.36907970575,0.512823653,0.113911225,-0.94725651125,1.1189088125000002,0.212206765,-0.73815940175,1.025647345,2.73327425,1.56443158,3.41657352,0.211909415,-1.22575277,1.5389467725000003,0.2695535249999999,-0.72500842525,1.0066644675000005,-0.28831524,-1.15071778,0.8976973152500001,-0.25047468532852,-0.6835904203215787,1.453945951009553,0.24325,0.11975,0.637,0.24093673,-0.5993547,0.7651953450000003,0.2724405357691364,-0.4508340983979874,1.1494144167897096,0.65375,0.156,0.19025,0.459655045,-1.0765731325,1.3865017025000004,0.5835276456743655,-0.6592380045205001,3.000829771345737,0.70425,0.08175,0.214,-0.146884415,-1.066716615,0.8496270510000001,-0.13477676,-0.5033322434999999,0.3625042125,0.085921874,-0.4969999575,0.62398921625,0.13477676,-0.3625042125,0.5033322435,0.146884415,-0.849627051,1.066716615,0.2695535249999999,-0.72500842525,1.0066644675000005,1.00062,5094.8,1.00161,2846.09,0,5,0,ok
29,CTNNB1,,986,26,all,"['MSI', 'MSS']",0.3571527980536745,0.2486349073234028,0.4681979886116463,1.0,0.0,0.047,0.098935108,-0.553074583,0.71731905475,0.621,0.379,0.0526906075,-0.4646978774999999,0.5718926095000001,0.574,0.426,13.598743,12.45331165,14.837888125,9.91545085,9.82898957,9.996796035,0.42660478,-0.3246544285,1.2160811975,0.212334205,-0.6416056565,1.0100756725000002,-0.40030432,-0.85103257175,0.008525293265,-0.3298839000958584,-0.5730261722490061,0.0085617373613728,0.00975,0.072,0.91825,0.27972021,-0.0643034863249999,0.6191076190000001,0.3227596697757393,-0.062279628389233,0.8572699265408388,0.8695,0.117,0.0135,0.509194785,-0.1692923835,1.16375467,0.6639508183296826,-0.1557379807542892,2.2019329386294935,0.899,0.06675,0.03425,-0.295699895,-0.8429232572500001,0.2250332965,-0.1061671,-0.50503783675,0.3208028235,0.17297335,-0.131636047,0.4930784972500001,0.1061671,-0.3208028235,0.5050378367500001,0.295699895,-0.2250332965,0.8429232572500002,0.212334205,-0.6416056565,1.0100756725000002,10.163284,10.113966675,10.21163805,0.5141876700000001,-0.086611628325,1.1743496575,0.26957176,-0.500261587,0.9833573050000002,-0.49411413,-0.68735303675,-0.3044475649999999,-0.3898888527491315,-0.4970945179118847,-0.2624692970619804,0.0,0.0,1.0,0.34442362,0.16880294075,0.52133494275,0.4111763121177285,0.1838868243495225,0.6842745693497365,0.996,0.004,0.0,0.6288646449999999,0.2356843765,1.0237289175000002,0.8754800355089575,0.2657747471904106,1.783555376476372,0.9955,0.004,0.0005,-0.35640773,-0.81399713225,0.060034605325,-0.13478588,-0.4916786525,0.2501307935000002,0.2084851549999999,-0.035117993,0.4761577965,0.13478588,-0.2501307935,0.4916786525000001,0.35640773,-0.060034605325,0.8139971322500001,0.26957176,-0.500261587,0.9833573050000002,1.00189,4728.29,1.00161,2484.21,0,7,0,ok
30,CTNND1,,986,30,all,"['MSI', 'MSS']",0.1570510680171273,0.0784806766883984,0.2359874473093289,1.0,0.0,0.99575,0.0820471684999999,-0.73570368525,0.8821550217500003,0.57575,0.42425,-0.00117661635,-0.560314403,0.5571485860000001,0.4995,0.4995,26.705203,24.375380900000003,29.145344125,9.851518,9.7921695425,9.9083031375,0.757936085,-0.194926361,1.698364007500001,0.115690925,-0.71503410925,0.95313068225,-0.585466055,-1.2318984325,0.0516212914000002,-0.4431537189769553,-0.7082617889358059,0.0529770097286091,0.01875,0.046,0.93525,0.368413175,-0.0843528809999999,0.8263947017500001,0.4454391360095282,-0.0808931356074693,1.2850655370524828,0.8855,0.0945,0.02,0.6500147549999999,-0.1990892112499999,1.5091239075,0.9155691078124932,-0.1805231889944373,3.522766948802872,0.8985,0.05775,0.04375,-0.5253612599999999,-1.1772161824999998,0.135112661,-0.057845462,-0.476565341,0.3575170547500002,0.3073166349999999,-0.07903583855,0.6886273315000004,0.057845462,-0.35751705475,0.476565341,0.5253612599999999,-0.135112661,1.1772161825000007,0.115690925,-0.71503410925,0.95313068225,9.96017015,9.9250126875,9.996365605,0.84045375,0.26721058775,1.43592922,0.130103575,-0.6583961125000001,0.9006556015,-0.647865715,-0.76144346775,-0.5354666965,-0.4768388386331114,-0.5330081467697021,-0.4146039742332277,0.0,0.0,1.0,0.405923025,0.23223298625,0.5820352670000001,0.5006870329202037,0.2614136283747947,0.7896772194395054,0.9995,0.0005,0.0,0.7118416949999999,0.30735910675,1.118907255,1.0377407649213946,0.3598292045945478,2.0615069295635897,0.99825,0.00175,0.0,-0.58255815,-0.9953102985,-0.1852162609999999,-0.0650517885,-0.45032780075,0.32919805625,0.34077467,0.10834456675,0.5822192047500001,0.0650517885,-0.32919805625,0.45032780075,0.58255815,0.185216261,0.9953102985,0.130103575,-0.6583961125000001,0.9006556015,1.0017,5032.45,1.00286,3202.64,0,7,0,ok
31,CYB561A3,,986,35,all,"['MSI', 'MSS']",0.2605855294024082,0.1503037611230534,0.3806741809680929,1.0,0.0,0.515,0.00222597685,-0.8130340779999999,0.7817971730000002,0.50225,0.49775,0.0803654225,-0.46390768275,0.64139703825,0.61025,0.38975,23.575772,21.422944975,25.766991750000003,6.0866066,6.003338540000001,6.168147654999999,0.4551782949999999,-0.49658685225,1.3663595350000002,0.4718262549999999,-0.3521528135,1.2396306525,-0.54901689,-1.1609337675,0.0833225655000002,-0.4224827035090888,-0.6868064052513839,0.0868924482185335,0.02375,0.05825,0.918,0.417754325,-0.0250728317,0.8552165402499999,0.5185475597804101,-0.0247611188092892,1.351883603786692,0.9245,0.06425,0.01125,0.780273385,-0.0619632831749999,1.5951595950000002,1.182068730082717,-0.0600826028787043,3.929115787984696,0.9465,0.032,0.0215,-0.315505555,-0.94708824775,0.34420777725,-0.23591313,-0.6198153165,0.17607640675,0.18455892,-0.20134863825,0.5540111115000002,0.23591313,-0.17607640675,0.6198153165,0.315505555,-0.34420777725,0.9470882477500002,0.4718262549999999,-0.3521528135,1.2396306525,6.2692346,6.222420245,6.3154612725,0.45799873,-0.1284744149999999,1.0425077775000002,0.54649898,-0.1574594919999999,1.252296325,-0.590532205,-0.7372227935,-0.4510403934999999,-0.4459676519269068,-0.5215591972884634,-0.3630348873073543,0.0,0.0,1.0,0.459625705,0.31077994425,0.61310249225,0.5834811850705254,0.3644889253309843,0.8461501916951865,1.0,0.0,0.0,0.86905619,0.5155286634999999,1.2148347125000003,1.3846591425116423,0.6745235288537599,2.369737096691602,1.0,0.0,0.0,-0.31746053,-0.722611348,0.0890516787250001,-0.273249495,-0.62614818175,0.07872974795,0.185702505,-0.0520918922249999,0.4227005387500001,0.273249495,-0.07872974795,0.62614818175,0.31746053,-0.0890516787249999,0.7226113480000002,0.54649898,-0.1574594919999999,1.252296325,1.0003,4360.19,1.00226,2910.17,0,7,0,ok
32,CYP2A6,,986,56,all,"['MSI', 'MSS']",0.9598751587830489,0.1993830323862191,1.8390502201426149,0.99425,0.00575,0.0345,-0.12281414,-0.93129758275,0.6761203300000002,0.36375,0.36375,-0.0827701355,-0.5878769255,0.4688655687500003,0.38325,0.38325,1.4150552,1.2456729275,1.6135454075,0.0592539245,-0.61523429425,0.591826928,0.982716415,-0.2032020654999999,2.1671165900000013,0.359284025,-0.39517288875,1.1212153225,-0.860763755,-1.6146466,-0.1127816844999998,-0.5771609863363867,-0.8010390107195964,-0.1066542862724934,0.007,0.017,0.976,0.57845575,0.08897872,1.05320226,0.7832824739751656,0.0930573958196388,1.86681673771309,0.97325,0.024,0.00275,1.03517615,0.15764385775,1.9091737275,1.8156021623677543,0.1707492280303507,5.747511374017585,0.9815,0.0135,0.005,-0.6811671100000001,-1.5021307125,0.1408489367500003,-0.179642015,-0.5606076802500001,0.19758644925,0.39845722,-0.0823913481999999,0.8786901532500005,0.179642015,-0.19758644925,0.5606076802500001,0.6811671100000001,-0.1408489367499999,1.502130712500001,0.359284025,-0.39517288875,1.1212153225,0.7318103149999999,0.36286232525,1.0254980500000002,0.841876855,-0.23854795275,1.9307676725000005,0.290357095,-0.3626975442499999,0.975019545,-0.73424483,-1.3274564175,-0.1574919342499997,-0.5201322942896335,-0.7348491624484633,-0.1457162271661687,0.00225,0.0145,0.98325,0.48721813,0.16559632875,0.8291905552500001,0.6277816391092625,0.1800966345299833,1.2914632139900928,0.9915,0.0085,0.0,0.8732585500000001,0.30810724175,1.4851167825000002,1.394701531639733,0.3608469521756789,3.4154816199788884,0.99675,0.003,0.00025,-0.583544565,-1.338306165,0.1653488395,-0.145178545,-0.48750976775,0.18134876725,0.34135169,-0.0967228708,0.7828589085000001,0.145178545,-0.18134876725,0.48750976775,0.583544565,-0.1653488394999999,1.338306165,0.290357095,-0.3626975442499999,0.975019545,1.00025,5576.65,1.00206,4028.32,0,5,0,ok
33,CYP7B1,,986,154,all,"['MSI', 'MSS']",-1.7351088394075755,-3.226571848987824,-0.149282352149813,0.01925,0.01925,0.021,0.016838149,-0.843073105,0.8404697352500001,0.5145,0.4855,-0.00562750405,-0.5539335670000001,0.5511735322500001,0.492,0.492,2.6758695,2.4547089475000003,2.912090685,4.072410550000001,2.4901167325,4.790898965,0.26905054,-1.05957061,1.5930673125,0.025414841,-0.841109204,0.8923217125,-0.198150895,-1.2034624975,0.7995577142500001,-0.1797538841350661,-0.6998468687992134,1.2245568966206593,0.28625,0.14375,0.57,0.115682615,-0.543158988,0.8006422695000002,0.1226395067505651,-0.4190896915839923,1.2269709485713431,0.5255,0.22025,0.25425,0.2058575999999999,-1.0080200725,1.4469538775000008,0.2285782449706578,-0.635059150246655,3.250152820157266,0.5685,0.1225,0.309,-0.186491625,-1.1042301025,0.7344383690000001,-0.0127074205,-0.44616085125,0.420554607,0.109090605,-0.4296189025,0.645933198,0.0127074205,-0.4205546069999999,0.44616085125,0.186491625,-0.7344383689999999,1.1042301025,0.025414841,-0.841109204,0.8923217125,2.8327205,1.529488735,3.6831753675,0.2757127,-1.01638852,1.6237902000000002,0.0145784755,-0.88120315325,0.9231742465,-0.195466495,-1.1957573975,0.7719100572500006,-0.1775490632727061,-0.6975251763726782,1.1638966812334468,0.272,0.15525,0.57275,0.11978208,-0.5546389807500001,0.7948650477500004,0.1272512098463624,-0.4257204291398136,1.21414284592145,0.5275,0.21975,0.25275,0.20577882,-1.02091725,1.4326517575,0.2284814584151038,-0.6397356624227265,3.189794800921338,0.56975,0.1215,0.30875,-0.19110948,-1.1255255225,0.70450683875,-0.00728923765,-0.46158712825,0.4406015767500001,0.111791885,-0.41211008425,0.65839025025,0.00728923765,-0.4406015767499999,0.4615871282500001,0.19110948,-0.70450683875,1.1255255225,0.0145784755,-0.88120315325,0.9231742465,1.0006,6242.63,1.00284,3207.3,0,4,0,ok
34,DUSP16,,986,78,all,"['MSI', 'MSS']",0.95186079306708,0.8207497602319108,1.0884889038147796,1.0,0.0,0.0,0.527506955,-0.0854938228,1.1502836950000004,0.94925,0.0507499999999999,0.11249918,-0.362555844,0.59274952225,0.676,0.3239999999999999,11.0624635,10.11991925,12.032286225,8.063087450000001,7.956402425,8.163044145,0.5936381500000001,-0.18310211925,1.32758781,-0.14012877,-0.77269991425,0.488914212,-0.3431955,-0.72324460425,0.0486018078250001,-0.290500508941489,-0.5148245027879883,0.0498022966737998,0.0165,0.1005,0.883,0.170252105,-0.0815865950499999,0.41540997725,0.1856037103086099,-0.0783470929351025,0.5149917255715701,0.7255,0.25775,0.01675,0.27000143,-0.2223216597499999,0.74874323,0.309966333616204,-0.1993422116042611,1.1143411156814331,0.771,0.168,0.061,-0.41147861,-0.92021373075,0.126916712,0.0700643845,-0.244457111,0.3863499620000001,0.2406995599999999,-0.074241518675,0.53829052975,-0.0700643845,-0.386349962,0.244457111,0.41147861,-0.126916712,0.92021373075,-0.14012877,-0.77269991425,0.488914212,8.7228022,8.669642914999999,8.771893237499999,1.12372725,0.55070701975,1.7063434250000002,-0.0314555065,-0.56372118475,0.51626528475,-0.763018065,-0.934449388,-0.5928524344999999,-0.5337428928217935,-0.6071979090171601,-0.4472516356355325,0.0,0.0,1.0,0.4409059349999999,0.347272512,0.5380492515,0.5541145101444429,0.4152023363705354,0.7126626295877014,1.0,0.0,0.0,0.74997079,0.5347328145,0.9699897285,1.1169381799976288,0.7069921012553839,1.6379173658617745,1.0,0.0,0.0,-0.778908355,-1.18274713,-0.3817210195,0.0157277535,-0.2581326425,0.28186059225,0.45563218,0.2232924875,0.69186273925,-0.0157277535,-0.28186059225,0.2581326425,0.778908355,0.3817210195,1.18274713,-0.0314555065,-0.56372118475,0.51626528475,1.00006,4377.86,1.00234,2686.35,0,7,0,ok
35,ELF3,,986,58,all,"['MSI', 'MSS']",0.4214493735140225,0.2747832211423502,0.5692797634713517,1.0,0.0,0.018,0.118981055,-0.52997680075,0.77803100925,0.643,0.357,0.029040475,-0.4477859812499999,0.5226476497500002,0.54475,0.45525,7.04140585,6.459036475,7.65852855,9.15381705,9.03722214,9.2629741525,0.74881776,-0.1515692047499998,1.6864031250000002,0.00755831115,-0.71190371925,0.7292248955,-0.521551375,-0.97448808425,-0.0854349085749998,-0.4064010584494486,-0.6226145062421167,-0.081887077853366,0.002,0.02975,0.96825,0.3045759449999999,0.051295381425,0.58183769175,0.3560498420472722,0.0526337829518768,0.789323638098677,0.94625,0.0525,0.00125,0.5245726900000001,0.049806104275,1.046049455,0.6897366886671702,0.0510672791659838,1.8463841345894487,0.95875,0.035,0.00625,-0.5190409149999999,-1.1689255725,0.1050597640000008,-0.0037791555499999,-0.36461244275,0.35595185975,0.3036194749999999,-0.0614560238249999,0.68377762125,0.0037791555499999,-0.35595185975,0.36461244275,0.5190409149999999,-0.1050597639999999,1.1689255725,0.00755831115,-0.71190371925,0.7292248955,9.4459373,9.3822877525,9.5052154175,0.8728218,0.03073836725,1.7115817250000005,0.0401064955,-0.6547772119999999,0.7238402562500003,-0.621875555,-0.91858178575,-0.3333004752499999,-0.463063558611696,-0.6009153706049973,-0.2834451431899585,0.0,0.0,1.0,0.370133855,0.234792128,0.5085900687500001,0.4479284141541101,0.2646458569854285,0.6629449307044422,1.0,0.0,0.0,0.6383578050000001,0.3657035055,0.9254596265,0.8933690482897227,0.4415277791898963,1.5230276454411449,1.0,0.0,0.0,-0.604993975,-1.1863780175,-0.0213062124499998,-0.0200532475,-0.3619201279999999,0.32738861075,0.353898785,0.01246333565,0.6939866685000002,0.0200532475,-0.32738861075,0.3619201280000001,0.604993975,0.02130621245,1.1863780175000005,0.0401064955,-0.6547772119999999,0.7238402562500003,1.00135,5032.66,1.00169,2874.3,0,7,0,ok
36,ERBB2,,986,71,all,"['MSI', 'MSS']",0.034841069367823,-0.0874217250671763,0.1585477876592124,0.72575,0.27425,0.99975,-0.0648545185,-0.86803721425,0.7288352897500001,0.43275,0.43275,0.21174496,-0.29242224675,0.7543399675000002,0.7845,0.2155,9.4534414,8.6502799675,10.276176475,8.964754500000002,8.87317371,9.0528433925,0.0306788385,-0.8211107667499999,0.9006415372500003,1.08790865,0.5159786630000001,1.618707845,-0.56410991,-1.1943499025,0.0559657459000001,-0.4311337268278767,-0.6970991924856624,0.0575615142370115,0.01975,0.05225,0.928,0.554641245,0.138594035,0.977188276,0.7413161680965594,0.1486576964130093,1.65697514898224,0.9845,0.01425,0.00125,1.1044776500000002,0.3480308115,1.8605849550000009,2.01764800130517,0.4162758867254824,5.427498847923057,0.99575,0.003,0.00125,-0.0212649504999999,-0.62427714125,0.5691506177500001,-0.543954325,-0.80935394225,-0.2579893362499999,0.0124391985,-0.3329317647499999,0.3651787207500001,0.543954325,0.25798933625,0.80935394225,0.0212649504999999,-0.56915061775,0.6242771412500002,1.08790865,0.5159786630000001,1.618707845,8.989509,8.9319528025,9.044463115,-0.0337890515,-0.443931937,0.39325488075,1.3003866,1.092801295,1.5029331025,-0.6266997750000001,-0.81944154875,-0.4410929564999999,-0.4656476226391356,-0.5593223171596234,-0.3566670954946349,0.0,0.0,1.0,0.636140835,0.565082181,0.7109633209999999,0.8891761508246308,0.7595923819126652,1.0359515894197997,1.0,0.0,0.0,1.2767590000000002,1.17735506,1.3789733875,2.5850018901513683,2.2457779517785372,2.970823045758758,1.0,0.0,0.0,0.0234207855,-0.2725835055,0.30771017525,-0.6501933,-0.75146656125,-0.54640062775,-0.013700281,-0.1799989125,0.159451133,0.6501933,0.54640062775,0.75146656125,-0.0234207855,-0.30771017525,0.2725835055,1.3003866,1.092801295,1.5029331025,1.00155,4783.15,1.00217,2822.37,0,7,0,ok
