,gene,error,N,n_aneup,cna,subtype_levels,tumor0_lfc_median,tumor0_lfc_q025,tumor0_lfc_q975,p_up_tumor,lfsr_tumor,p_rope_tumor,delta_scaling_median,delta_scaling_q025,delta_scaling_q975,p_up_scaling,lfsr_scaling,delta_dev_median,delta_dev_q025,delta_dev_q975,p_up_dev,lfsr_dev,phi_median,phi_q025,phi_q975,b0_s1_median,b0_s1_q025,b0_s1_q975,b_scaling_s1_median,b_scaling_s1_q025,b_scaling_s1_q975,b_deviation_s1_median,b_deviation_s1_q025,b_deviation_s1_q975,lp_2to1_s1_median,lp_2to1_s1_q025,lp_2to1_s1_q975,fracCN_2to1_s1_median,fracCN_2to1_s1_q025,fracCN_2to1_s1_q975,p_fracCN_2to1_pos_s1,p_fracCN_2to1_rope_s1,p_fracCN_2to1_neg_s1,lp_2to3_s1_median,lp_2to3_s1_q025,lp_2to3_s1_q975,fracCN_2to3_s1_median,fracCN_2to3_s1_q025,fracCN_2to3_s1_q975,p_fracCN_2to3_pos_s1,p_fracCN_2to3_rope_s1,p_fracCN_2to3_neg_s1,lp_2to4_s1_median,lp_2to4_s1_q025,lp_2to4_s1_q975,fracCN_2to4_s1_median,fracCN_2to4_s1_q025,fracCN_2to4_s1_q975,p_fracCN_2to4_pos_s1,p_fracCN_2to4_rope_s1,p_fracCN_2to4_neg_s1,lp_scaling_2to1_s1_median,lp_scaling_2to1_s1_q025,lp_scaling_2to1_s1_q975,lp_dev_2to1_s1_median,lp_dev_2to1_s1_q025,lp_dev_2to1_s1_q975,lp_scaling_2to3_s1_median,lp_scaling_2to3_s1_q025,lp_scaling_2to3_s1_q975,lp_dev_2to3_s1_median,lp_dev_2to3_s1_q025,lp_dev_2to3_s1_q975,lp_scaling_2to4_s1_median,lp_scaling_2to4_s1_q025,lp_scaling_2to4_s1_q975,lp_dev_2to4_s1_median,lp_dev_2to4_s1_q025,lp_dev_2to4_s1_q975,b0_s2_median,b0_s2_q025,b0_s2_q975,b_scaling_s2_median,b_scaling_s2_q025,b_scaling_s2_q975,b_deviation_s2_median,b_deviation_s2_q025,b_deviation_s2_q975,lp_2to1_s2_median,lp_2to1_s2_q025,lp_2to1_s2_q975,fracCN_2to1_s2_median,fracCN_2to1_s2_q025,fracCN_2to1_s2_q975,p_fracCN_2to1_pos_s2,p_fracCN_2to1_rope_s2,p_fracCN_2to1_neg_s2,lp_2to3_s2_median,lp_2to3_s2_q025,lp_2to3_s2_q975,fracCN_2to3_s2_median,fracCN_2to3_s2_q025,fracCN_2to3_s2_q975,p_fracCN_2to3_pos_s2,p_fracCN_2to3_rope_s2,p_fracCN_2to3_neg_s2,lp_2to4_s2_median,lp_2to4_s2_q025,lp_2to4_s2_q975,fracCN_2to4_s2_median,fracCN_2to4_s2_q025,fracCN_2to4_s2_q975,p_fracCN_2to4_pos_s2,p_fracCN_2to4_rope_s2,p_fracCN_2to4_neg_s2,lp_scaling_2to1_s2_median,lp_scaling_2to1_s2_q025,lp_scaling_2to1_s2_q975,lp_dev_2to1_s2_median,lp_dev_2to1_s2_q025,lp_dev_2to1_s2_q975,lp_scaling_2to3_s2_median,lp_scaling_2to3_s2_q025,lp_scaling_2to3_s2_q975,lp_dev_2to3_s2_median,lp_dev_2to3_s2_q025,lp_dev_2to3_s2_q975,lp_scaling_2to4_s2_median,lp_scaling_2to4_s2_q025,lp_scaling_2to4_s2_q975,lp_dev_2to4_s2_median,lp_dev_2to4_s2_q025,lp_dev_2to4_s2_q975,Rhat_phi,ess_phi,max_Rhat_core,min_ESS_core,n_divergent,max_treedepth,n_max_treedepth,fit_flag
53,NRAS,,986,62,all,"['MSI', 'MSS']",0.3355948368888772,0.2352092518334932,0.4401467268517805,1.0,0.0,0.08125,0.0661149034999999,-0.498807872,0.6175681825000001,0.595,0.405,0.052544584,-0.4679176345,0.5616985332500001,0.5745,0.4255,17.806296,16.278735175,19.3699272,7.9866601,7.90269807,8.061264547499999,0.562215935,-0.1200802549999999,1.278873765,0.31066134,-0.4874563565,1.1032452425,-0.547333755,-0.90330727375,-0.2162620837499999,-0.4215098473017875,-0.5947727548379311,-0.1944758354468619,0.0,0.005,0.995,0.385492045,0.1030780715,0.65981125525,0.4703376159744712,0.1085779541636454,0.9344271878133482,0.978,0.022,0.0,0.70641272,0.12215660425,1.2592178625,1.026707836636633,0.129931040314404,2.522665266509031,0.98275,0.01425,0.003,-0.38969839,-0.88644776225,0.083233289025,-0.15533067,-0.55162260175,0.24372817825,0.227958945,-0.0486883535499999,0.51853869825,0.15533067,-0.24372817825,0.5516226017500001,0.38969839,-0.0832332890249999,0.88644776225,0.31066134,-0.4874563565,1.1032452425,8.21821295,8.17348664,8.2621358325,0.63331202,0.07856391665,1.2003117000000003,0.361879375,-0.3767763602499999,1.1078298950000005,-0.618877195,-0.73595641975,-0.5100426254999999,-0.4614512164821583,-0.520952928354582,-0.3995300169737498,0.0,0.0,1.0,0.437226155,0.2732105985,0.6063738657500001,0.548406217283236,0.3141769814055815,0.8337698391316786,1.0,0.0,0.0,0.798533595,0.41737149075,1.1927445525,1.222279776920478,0.5179663186509813,2.2961151657910177,0.99975,0.00025,0.0,-0.4389784399999999,-0.831992674,-0.0544563575249997,-0.180939685,-0.5539149274999999,0.1883881802500002,0.2567859249999999,0.031854926425,0.4866845187500001,0.180939685,-0.1883881802499999,0.5539149275,0.4389784399999999,0.054456357525,0.8319926740000002,0.361879375,-0.3767763602499999,1.1078298950000005,1.00064,3452.62,1.00155,2950.05,0,7,0,ok
54,PCBP1,,986,11,all,"['MSI', 'MSS']",-0.082378492766677,-0.2174923013871544,0.0465607696751049,0.1045,0.1045,0.99725,-0.11543648,-0.8653368684999999,0.5970049105000002,0.38025,0.38025,-0.093030316,-0.61044879925,0.42918818875,0.36525,0.36525,12.721517,11.609640875,13.899040175,6.84357915,6.7503461125,6.9343603975,1.06614315,0.05088550815,2.0903721875,0.336517565,-0.4677497057499999,1.1008247625,-0.90611422,-1.4788775,-0.329082022,-0.5959086056058753,-0.7721066282133039,-0.2804160046181932,0.00025,0.00125,0.9985,0.59692012,0.2382203494999999,0.9555434112500002,0.8165155281517493,0.2689887941409938,1.600083183632314,0.99725,0.00275,0.0,1.0672829,0.4109288165,1.7437759725,1.907468886382694,0.5082180310953783,4.718897104957895,0.99875,0.00125,0.0,-0.73899413,-1.448935615,-0.0352711466749996,-0.16825878,-0.550412362,0.2338748480000001,0.4322838599999999,0.020632298225,0.847572974,0.16825878,-0.233874848,0.550412362,0.73899413,0.035271146675,1.448935615,0.336517565,-0.4677497057499999,1.1008247625,6.7850002,6.72323244,6.844659930000001,0.93169987,0.02507026345,1.83674113,0.240891515,-0.5108186565,0.9934402967500002,-0.767490855,-1.1831190625,-0.3678857729999999,-0.5358237036093779,-0.6936781811131122,-0.3078037517276065,0.0,0.00025,0.99975,0.500808855,0.25659910375,0.74527445725,0.6500553866280558,0.2925268542905213,1.1070196424672187,0.99925,0.00075,0.0,0.89875804,0.42248773925,1.35520203,1.4565503525132062,0.5257525127707207,2.877544266316834,0.99875,0.00125,0.0,-0.64580514,-1.2731318699999998,-0.0173773821999999,-0.12044576,-0.4967201484999999,0.2554093282500001,0.37777179,0.01016511685,0.74473441775,0.12044576,-0.25540932825,0.4967201485000001,0.64580514,0.0173773822,1.27313187,0.240891515,-0.5108186565,0.9934402967500002,1.00296,4694.98,1.00268,3180.71,0,7,0,ok
55,PIGR,,986,56,all,"['MSI', 'MSS']",-0.0417241991471951,-0.3021258368689115,0.2203004722988901,0.3715,0.3715,0.9385,-0.0886189395,-0.84936095725,0.6870210430000001,0.41325,0.41325,-0.067561214,-0.600222991,0.4511517725,0.4005,0.4005,0.69049167,0.6395187437500001,0.7451508485,13.057584,12.901152675,13.213583175,0.329920475,-0.782561626,1.4298896375,-0.0367536895,-0.8384153215,0.7977784215000002,-0.203782455,-0.87881042725,0.430954953,-0.1843601764176733,-0.5847233750594043,0.5387262347152282,0.1875,0.18975,0.62275,0.110233845,-0.305962783,0.544042429,0.116539139027024,-0.2635859739261945,0.7229577438938861,0.53025,0.31425,0.1555,0.1850167549999999,-0.5889630204999999,0.9910588715000006,0.2032386130535739,-0.4450975910892255,1.694086946150104,0.5885,0.186,0.2255,-0.22868345,-0.99112393775,0.5424303905,0.0183768445,-0.39888921075,0.419207656,0.13377124,-0.3173014325,0.5797703415,-0.0183768445,-0.419207656,0.3988892107500001,0.22868345,-0.5424303905,0.99112393775,-0.0367536895,-0.8384153215,0.7977784215000002,13.0290085,12.9454372,13.118007475,0.235880845,-0.76415633975,1.25748291,-0.10104706,-0.8856764805,0.6686249085000001,-0.11070397,-0.655308674,0.3961976435,-0.1047962808590838,-0.4807182401886879,0.4861630230732272,0.21575,0.27675,0.5075,0.039193088,-0.2693964405,0.37448077525,0.0399712771542346,-0.2361596205746535,0.4542361672400811,0.36825,0.45,0.18175,0.054582595,-0.521800486,0.6616348490000004,0.0560997026632774,-0.4065489147314068,0.9379583295268944,0.44725,0.252,0.30075,-0.16350014,-0.8716207395,0.5296728157500002,0.0505235305,-0.334312459,0.44283823525,0.095641453,-0.3098387362499999,0.509865448,-0.0505235305,-0.44283823525,0.334312459,0.16350014,-0.5296728157499999,0.8716207395000001,-0.10104706,-0.8856764805,0.6686249085000001,1.00087,5347.87,1.00343,3643.76,0,6,0,ok
56,PIGW,,986,52,all,"['MSI', 'MSS']",0.1028310977798686,-0.0240210570957664,0.2331844141953077,0.948,0.052,0.991,0.044844359,-0.8017368285,0.8729786405000002,0.544,0.4559999999999999,0.10839503,-0.43162545575,0.6395037055000001,0.65775,0.34225,8.8213714,8.066799634999999,9.63000775,6.116618900000001,6.0138611675,6.20894188,0.5936371250000001,-0.33968514025,1.5479274200000004,0.632106675,-0.074858593325,1.3328213525000003,-0.73215865,-1.3636093875,-0.0891798611999999,-0.5191301603079248,-0.7442638537581326,-0.0853189506462699,0.008,0.0205,0.9715,0.558021205,0.12039202325,1.0025738875,0.7472117145806407,0.1279389503706798,1.7252874284342286,0.98025,0.01875,0.001,1.0531218999999998,0.23857444175,1.8645995575,1.866586360265257,0.2694382595728002,5.453351255302867,0.9895,0.00825,0.00225,-0.4114779,-1.072941525,0.2354517977500001,-0.316053335,-0.66641068625,0.037429296175,0.24069914,-0.1377304765,0.6276305500000001,0.316053335,-0.037429296175,0.6664106862500001,0.4114779,-0.23545179775,1.0729415250000005,0.632106675,-0.074858593325,1.3328213525000003,6.18872655,6.127897965,6.2467444825000005,0.6339596700000001,0.0414750081,1.2486573625,0.748045545,0.20794728175,1.2980557700000002,-0.8197535899999999,-1.0224112275,-0.61804612575,-0.5594598053109229,-0.6402734798522888,-0.4610034580200229,0.0,0.0,1.0,0.6337241849999999,0.5234796725,0.74503864325,0.8846161858197155,0.6878907573464204,1.1065228368507756,1.0,0.0,0.0,1.1917387000000002,0.9616558345,1.42317624,2.2928014271279222,1.6160246084586138,3.1502818737797114,1.0,0.0,0.0,-0.43942736,-0.86550335075,-0.0287482844749996,-0.37402277,-0.649027904,-0.10397364075,0.2570485249999999,0.016816668775,0.50628700325,0.37402277,0.10397364075,0.6490279040000001,0.43942736,0.028748284475,0.86550335075,0.748045545,0.20794728175,1.2980557700000002,0.999693,5876.59,1.0019,3048.84,0,8,0,ok
57,PIK3CA,,986,20,all,"['MSI', 'MSS']",0.3645066474855978,0.2565213651397414,0.4779322870250789,1.0,0.0,0.034,-0.50264026,-1.1625562075,0.1419695247500009,0.06275,0.06275,-0.16227645,-0.6213155085000001,0.2999693235000001,0.24475,0.24475,23.9434585,21.79600125,26.177913524999997,6.77131425,6.6889084825000005,6.8548174375,1.0902406999999998,0.28336268125,1.90195069,0.945003325,0.377131449,1.4980976575,-1.2319603,-1.69269642,-0.7765851975,-0.7082798421847978,-0.8159773479338058,-0.5400259445905747,0.0,0.0,1.0,0.915777225,0.64267398025,1.196042245,1.4987165625844034,0.9015588180216844,2.307002682113878,1.0,0.0,0.0,1.7058667,1.2020547075,2.2009660025000004,4.5061558009867975,2.32694580520568,8.033736686429268,1.0,0.0,0.0,-0.7556972550000001,-1.3183317425,-0.1964120409999998,-0.472501665,-0.74904883875,-0.1885657245,0.442054555,0.11489368175,0.771174646,0.472501665,0.1885657245,0.74904883875,0.7556972550000001,0.196412041,1.3183317425,0.945003325,0.377131449,1.4980976575,7.0248861,6.9774021699999995,7.068315965,0.5784425099999999,-0.0716254843499999,1.2440515150000004,0.7872089099999999,0.428916245,1.15408122,-0.796368195,-1.0936876825,-0.5129376774999999,-0.5490361937419349,-0.6650210824348038,-0.4012658923364314,0.0,0.0,1.0,0.6303605,0.518734001,0.74650418275,0.8782875815168616,0.6798995530534865,1.109612302564431,1.0,0.0,0.0,1.1914701,1.023422935,1.364452075,2.2919171018773783,1.7827034968457427,2.9135781386044295,1.0,0.0,0.0,-0.400945795,-0.862310787,0.049647002,-0.39360446,-0.57704062975,-0.2144581224999999,0.234538255,-0.029041635,0.5044194735,0.39360446,0.2144581225,0.57704062975,0.400945795,-0.0496470019999999,0.8623107870000002,0.7872089099999999,0.428916245,1.15408122,1.00037,4019.73,1.00222,2665.53,0,7,0,ok
58,PIK3R1,,986,55,all,"['MSI', 'MSS']",0.9363743707010128,0.7560286814939726,1.1271837185701872,1.0,0.0,0.0,0.069207881,-0.72360837175,0.8110135705000003,0.57025,0.4297499999999999,0.0307334184999999,-0.5226551265,0.5716948147500002,0.54025,0.45975,8.34151875,7.647621575,9.05760055,7.851361,7.7109330975,7.987003205,0.727900565,-0.1341894455,1.6220310100000006,0.2819809199999999,-0.57676893125,1.1495323875,-0.648217475,-1.2229233675,-0.0652039314249999,-0.4770228335295903,-0.7056315639458601,-0.0631236111525072,0.0055,0.029,0.9655,0.4396658799999999,0.003110016985,0.86249510275,0.5521885147936856,0.003114883375305,1.3690643845723507,0.93575,0.0565,0.00775,0.7928247500000001,-0.0450286088749999,1.6038456725000003,1.209629285200827,-0.0440298345205932,3.972117743008032,0.9475,0.03425,0.01825,-0.504542225,-1.1243062075,0.093013035675,-0.1409904599999999,-0.5747662035,0.28838446075,0.29513828,-0.054409137675,0.6576769910000003,0.1409904599999999,-0.28838446075,0.5747662035000001,0.504542225,-0.093013035675,1.1243062075000003,0.2819809199999999,-0.57676893125,1.1495323875,8.50100635,8.433321245,8.5675357725,0.78963584,0.18484154,1.4017764875,0.31527031,-0.4776793917499999,1.1166090200000005,-0.7021434550000001,-0.906587437,-0.51301697475,-0.5044779645199322,-0.5960997902030701,-0.4013133705483566,0.0,0.0,1.0,0.47670775,0.26924545575,0.68813422625,0.6107626303006922,0.3089763978458344,0.9899991809132376,1.0,0.0,0.0,0.861877755,0.411664926,1.32830083,1.3676023024828226,0.509328631137063,2.7746243076912136,0.99975,0.00025,0.0,-0.54733386,-0.97163742225,-0.1281223967499999,-0.157635155,-0.5583045095,0.2388396957500002,0.320169785,0.074946796975,0.5683714605000001,0.157635155,-0.23883969575,0.5583045095000001,0.54733386,0.12812239675,0.97163742225,0.31527031,-0.4776793917499999,1.1166090200000005,1.00158,5061.25,1.00235,3475.83,0,6,0,ok
59,PRAC2,,986,49,all,"['MSI', 'MSS']",0.0804805531415929,-0.2895830562822881,0.4478625037459167,0.65925,0.34075,0.804,0.0229262714999999,-0.75824766675,0.8437309937500002,0.52625,0.47375,-0.0129754155,-0.52808649975,0.53695935025,0.4835,0.4835,0.738357215,0.6695801557500001,0.8160383637499999,2.4569758,2.17774569,2.7211445075,0.6066535550000001,-0.45578966075,1.7217536675000005,0.0691935955,-0.76004984,0.9407044562500002,-0.47441277,-1.2114708725,0.2828326560000001,-0.3777496175222297,-0.7022410055338232,0.3268831256994314,0.068,0.10975,0.82225,0.28950017,-0.22192802275,0.8000339532500002,0.3357596698247194,-0.1990269829858533,1.2256166728848616,0.765,0.172,0.063,0.5059494,-0.4384683295,1.463284285,0.658559490728262,-0.3549763206649002,3.3201247896820627,0.80325,0.0915,0.10525,-0.4205002,-1.1934287625,0.3159293195000002,-0.034596798,-0.47035222825,0.3800249200000001,0.245976845,-0.1848068057499999,0.6981110560000001,0.034596798,-0.38002492,0.4703522282500001,0.4205002,-0.3159293194999999,1.1934287625000002,0.0691935955,-0.76004984,0.9407044562500002,2.5138045,2.3345450975,2.6773619275,0.6438420149999999,-0.2252927509999999,1.56060977,0.063981303,-0.70569368125,0.896449244,-0.486475075,-0.98700006475,0.013207623325,-0.3852103328195391,-0.6273069184874387,0.013295231767072,0.013,0.0545,0.9325,0.297366625,-0.0444100324999999,0.6355928950000002,0.3463088049261549,-0.0434383378418694,0.8881413902536379,0.87675,0.11175,0.0115,0.504646775,-0.1323979575,1.157219205,0.6564004214780419,-0.1240076805696659,2.1810750488753112,0.8995,0.07075,0.02975,-0.446277275,-1.0817321975,0.1561610317500002,-0.031990652,-0.4482246267499999,0.3528468407500001,0.261055475,-0.0913483479749999,0.632772789,0.031990652,-0.35284684075,0.44822462675,0.446277275,-0.1561610317499999,1.0817321975,0.063981303,-0.70569368125,0.896449244,1.00118,4084.02,1.00116,3354.55,0,5,0,ok
60,PTEN,,986,76,all,"['MSI', 'MSS']",-0.000862933258297,-0.1046930408291896,0.1062798108988759,0.493,0.493,1.0,-0.158379545,-0.8030058775000001,0.4565700697500002,0.31025,0.31025,0.061783874,-0.45438843275,0.5644763150000002,0.5875,0.4125,18.79127,17.119832799999998,20.458724975,8.592674899999999,8.51623347,8.666848072499999,0.948796095,0.232197437,1.7035382925000002,0.7538626900000001,0.019825329175,1.5116727325,-1.03711065,-1.5089306575,-0.6219196882499999,-0.6455225865709664,-0.7788536668267806,-0.4630872560310596,0.0,0.0,1.0,0.7612039399999999,0.45686374525,1.10434719,1.1408521601254045,0.5791137111226206,2.017254140120371,1.0,0.0,0.0,1.41290565,0.812330935,2.07699362,3.1078741822559657,1.2531538548973526,6.980440613788452,1.0,0.0,0.0,-0.6576553350000001,-1.1808027125,-0.1609469994999998,-0.376931345,-0.75583637575,-0.0099126645824998,0.38470371,0.0941479596,0.6907253275000002,0.376931345,0.0099126645825,0.7558363757500001,0.6576553350000001,0.1609469995,1.1808027125000002,0.7538626900000001,0.019825329175,1.5116727325,8.59229675,8.539510225,8.641711205,0.7932913850000001,0.2640316845,1.3495290625000005,0.82018923,0.154846035,1.5018695050000002,-0.963497115,-1.1004239500000002,-0.834516867,-0.618443795837381,-0.6672700070424595,-0.5659158484950028,0.0,0.0,1.0,0.7340289,0.5840499217499999,0.88208120825,1.0834577642431469,0.7932864139160672,1.4159225208234432,1.0,0.0,0.0,1.3733105,1.0225589325,1.7208665950000002,2.9484002623829713,1.780300292480436,4.589370233911254,1.0,0.0,0.0,-0.5498676849999999,-0.93542228025,-0.1830128152499999,-0.410094615,-0.7509347427499999,-0.077423019475,0.3216519799999999,0.10705564125,0.5471869592500002,0.410094615,0.077423019475,0.75093474275,0.5498676849999999,0.18301281525,0.93542228025,0.82018923,0.154846035,1.5018695050000002,1.00125,5241.18,1.00162,2948.2,0,7,0,ok
61,RBM10,,986,186,all,"['MSI', 'MSS']",-0.0542782681011659,-0.1304375668483021,0.0209802746918081,0.08375,0.08375,1.0,0.3919021499999999,-0.0413912224,0.8149808430000001,0.962,0.038,0.0463333705,-0.38644087475,0.4896807805,0.581,0.419,27.7127025,25.359720274999997,30.297689725,7.777552249999999,7.719868062500001,7.83152561,-0.13011041,-0.57057061275,0.3251045305,0.1015004499999999,-0.3940869529999999,0.583299145,0.039743922,-0.139435346,0.226522907,0.0405442799424605,-0.1301507332988488,0.2542313405535938,0.27325,0.67375,0.053,-0.00395185185,-0.142941802,0.13862720225,-0.0039440527882318,-0.1331954862812355,0.1486957892301949,0.08725,0.83825,0.0745,0.00728672455,-0.28221931925,0.3052470362500001,0.00731333845634,-0.2458917223357442,0.3569602010028924,0.27875,0.4935,0.22775,0.090185665,-0.22534528525,0.39548941275,-0.0507502259999999,-0.2916495775,0.1970434714999999,-0.052755232,-0.23134647375,0.13181854625,0.0507502259999999,-0.1970434714999999,0.2916495775,-0.090185665,-0.39548941275,0.22534528525,0.1015004499999999,-0.3940869529999999,0.583299145,7.7396494,7.700675465,7.77804524,0.258086535,-0.0576524747499999,0.5835518637500002,0.145113295,-0.12281466875,0.4140251935,-0.25302447,-0.35409731425,-0.1526622924999999,-0.2235511177524295,-0.2981933279532461,-0.1415804312597461,0.0,0.00175,0.99825,0.1782792249999999,0.13794679375,0.21775449775,0.19515899292791,0.1479144724323659,0.2432818016691812,1.0,0.0,0.0,0.325701255,0.23793761625,0.412610938,0.3850015448200259,0.2686300516169659,0.5107571340172723,1.0,0.0,0.0,-0.17889195,-0.4044873295,0.0399616506250001,-0.0725566475,-0.20701260175,0.061407332475,0.104645085,-0.0233760672999999,0.236609921,0.0725566475,-0.061407332475,0.20701260175,0.17889195,-0.0399616506249999,0.4044873295000001,0.145113295,-0.12281466875,0.4140251935,1.00129,4163.66,1.00221,2493.17,0,8,0,ok
62,RFX5,,986,67,all,"['MSI', 'MSS']",-0.5803565985438073,-0.7089290507580779,-0.454266832616466,0.0,0.0,0.0,0.128659045,-0.514602137,0.75294300125,0.65475,0.3452499999999999,0.0979950145,-0.3719117185,0.57797875025,0.65,0.35,13.9460695,12.759295925,15.230275825,7.551709,7.457205035,7.640099885,0.4242301,-0.5580634642499999,1.423563875,0.22447572,-0.5365131547499999,0.9638585465000002,-0.40406108,-0.8368214875,0.017103998775,-0.3323966570640158,-0.5669150936611285,0.0172511105734126,0.0115,0.0695,0.919,0.28239858,0.05341618955,0.509370259,0.3263072542010314,0.0548686502455644,0.66424282462159,0.947,0.0525,0.0005,0.514719075,0.07397504805,0.9493088685,0.6731684009729861,0.0767799450447287,1.5839232128281686,0.97175,0.0255,0.00275,-0.2940539,-0.9867392595,0.3868201185000005,-0.11223786,-0.48192927325,0.2682565775,0.1720105049999999,-0.2262752624999999,0.5772054702500001,0.11223786,-0.2682565775,0.4819292732500001,0.2940539,-0.3868201185,0.9867392595000002,0.22447572,-0.5365131547499999,0.9638585465000002,7.15003015,7.0825323725,7.21404786,0.55125187,-0.3445805035,1.5061727800000002,0.316420625,-0.4403355077499999,1.0461363525,-0.53909871,-0.8573564275,-0.2371767722499999,-0.4167262853353545,-0.5757177777177452,-0.2111481704710789,0.0,0.0025,0.9975,0.38121813,0.2647646195,0.5008978550000001,0.4640669277977163,0.3031242096505179,0.6502022507332026,1.0,0.0,0.0,0.69639969,0.458199049,0.93711229975,1.0065156094102663,0.5812237264240365,1.552599623328782,1.0,0.0,0.0,-0.38209868,-1.0439993875,0.2388450005000001,-0.158210315,-0.5230681669999999,0.220167754,0.2235134,-0.139715366,0.6107005237500001,0.158210315,-0.220167754,0.5230681669999999,0.38209868,-0.2388450005,1.0439993875,0.316420625,-0.4403355077499999,1.0461363525,1.00343,4559.88,1.0011,2472.79,0,7,0,ok
63,RGMB,,986,57,all,"['MSI', 'MSS']",0.4156948380966271,0.17965272238344,0.6624058531538557,0.99925,0.00075,0.105,0.12294446,-0.6602377535,0.8826479495000003,0.62325,0.37675,0.0467221015,-0.50771290475,0.5865320600000001,0.5685,0.4315,2.03101035,1.871113665,2.204161595,7.06262785,6.860501225,7.2370239625,0.47353464,-0.4530361902499999,1.4498758575000008,0.19691868,-0.6738910205,1.0633704200000005,-0.42451002,-1.0437718025,0.1549236545,-0.3459098022281422,-0.6478759665706348,0.1675688278743917,0.03675,0.10225,0.861,0.291031005,-0.1178274824999999,0.722334668,0.3378060619921411,-0.1111505806107282,1.059235241181821,0.821,0.15025,0.02875,0.52471182,-0.2581864685,1.3499282975000002,0.6899717634118061,-0.2275488083304286,2.857149088832756,0.8545,0.08925,0.05625,-0.3282292,-1.0049774075,0.3140207572500002,-0.0984593394999999,-0.53168520025,0.3369455052500001,0.1920017749999999,-0.183690364,0.5878740900000003,0.0984593394999999,-0.33694550525,0.5316852002500001,0.3282292,-0.31402075725,1.0049774075000004,0.19691868,-0.6738910205,1.0633704200000005,7.3516009,7.2413848025,7.456142182500001,0.592538115,-0.0805626184999999,1.2991115275,0.249450815,-0.5729546900000001,1.0639993525000009,-0.53596818,-0.794825232,-0.2703765214999998,-0.4148974678001095,-0.5483398359713674,-0.2369078224788161,0.0,0.00025,0.99975,0.367870975,0.124596658,0.6032351827500001,0.4446556304946211,0.1326914992823872,0.8280232415371437,0.9875,0.0125,0.0,0.669880135,0.16618243075,1.1640270650000002,0.9540030978482076,0.1807885482434527,2.202805265884193,0.9875,0.01125,0.00125,-0.410716125,-0.90047549025,0.055841751925,-0.124725405,-0.53199969575,0.286477345,0.240253535,-0.0326653307999999,0.52674439075,0.124725405,-0.286477345,0.5319996957500004,0.410716125,-0.0558417519249999,0.90047549025,0.249450815,-0.5729546900000001,1.0639993525000009,1.00144,5387.49,1.00327,2948.67,0,6,0,ok
64,RNF43,,986,62,all,"['MSI', 'MSS']",2.301868268022211,2.070305409510203,2.5526202473631536,1.0,0.0,0.0,0.11075303,-0.6562985275000001,0.8704658845000002,0.6045,0.3954999999999999,-0.101412395,-0.6136654735,0.417940355,0.33925,0.33925,3.60535075,3.3069675725,3.91872623,7.01797,6.82664606,7.19813868,1.51950245,0.58738991225,2.4457185100000003,-0.19506624,-0.942428692,0.5481996497500004,-0.96311692,-1.540449045,-0.36357093725,-0.6182986966885613,-0.7857151417304218,-0.3048105888296775,0.0,0.0015,0.9985,0.522949655,0.11638133875,0.913309835,0.6869963755717206,0.1234242066873661,1.4925588560070526,0.9795,0.02,0.0005,0.8664805600000001,0.110075821,1.59650934,1.3785250293494733,0.1163628070559004,3.935773252606641,0.976,0.0175,0.0065,-1.05323885,-1.6952428125,-0.40714766425,0.097533118,-0.2740998247499999,0.4712143460000001,0.616105225,0.2381661095,0.9916535,-0.097533118,-0.471214346,0.2740998247500001,1.05323885,0.40714766425,1.6952428125000003,-0.19506624,-0.942428692,0.5481996497500004,8.6142508,8.5528892775,8.6726285175,1.6263748,0.97405459975,2.2817545575,-0.295090495,-0.918153038,0.33908789475,-0.981044275,-1.20439454,-0.74848508625,-0.6250806244879707,-0.7001264931933032,-0.5269173082485189,0.0,0.0,1.0,0.5125905900000001,0.36677258075,0.6577431232500001,0.6696108757447765,0.4430697000203615,0.930430670313717,1.0,0.0,0.0,0.832541215,0.53305144375,1.1363582725,1.2991539752911765,0.7041244348143796,2.115402235581348,1.0,0.0,0.0,-1.1273171,-1.58159175,-0.6751632009999998,0.147545245,-0.16954395225,0.4590765237500001,0.6594382350000001,0.394945152,0.92517186125,-0.147545245,-0.4590765237499999,0.16954395225,1.1273171,0.675163201,1.58159175,-0.295090495,-0.918153038,0.33908789475,1.00124,6280.37,1.00106,3740.94,0,6,0,ok
